Record number	In-ref ID	Individual ID	Predator	Predator common name	Predator  taxon	Predator lifestage	Type of feeding interaction	Predator length	Predator length unit	Predator dimension measured	Predator standard length	Predator fork length	Predator total length	Predator TL/FL/SL conversion reference	Standardised predator length	Predator measurement type	Predator length-mass conversion method	Predator length-mass conversion reference	Predator quality of length-mass conversion	Predator mass	Predator mass unit	Predator mass check	Predator mass check diff	Predator ratio mass/mass	SI predator mass	Diet coverage	Prey	Prey common name	Prey taxon	Prey length	Prey length unit	Prey conversion to length method	Prey quality of conversion to length	Prey conversion to length reference	SI prey length	Prey dimension measured	Prey width	Prey width unit	Prey measurement type	Prey mass	Prey mass unit	Prey mass check	Prey mass check diff	Prey ratio mass/mass	SI prey mass	Prey conversion to mass method	Prey conversion to mass reference	Prey quality of conversion to mass	Geographic location	Latitude	Longitude	Depth	Mean annual temp	SD annual temp	Mean PP	SD PP	Reference	Specific habitat	Notes / assumptions
32330	6656	16862	Nototheniops larseni	Antarctic fish	ectotherm vertebrate	larva	predacious	57	mm	standard length	57	0	0	n/a	5.7	individual	M=0.0159SL^3	Froese and Pauly (2007)	2	2.9446	g	9.6918	6.7472	3.2914	2.9446	all	Metridia gerlacei	copepod	ectotherm invertebrate	2.57	mm	n/a	0	n/a	0.257	cephalothorax length	n/a	n/a	individual	4.9139e-5	g	8.8834e-4	8.392e-4	18.078	4.9139e-5	M=(9.66*10-7*(L*10000)^2.26)/1000000	Satapoomin (1999)	3	Antarctic Peninsula	63º00'S	58º00'W	881	-1.3	0.6	230	26	Kellermann, A. (1990)	Seasonal Pack Ice Zone	None
1157	90014	294	Thunnus thynnus	Atlantic bluefin tuna	ectotherm vertebrate	adult	piscivorous	263	cm	curved fork length	249.32	263	282.73	Fishbase (species)	263	individual	M=0.0231FL^2.934	Hsu et al. (2000)	1	290910	g	952020	661110	3.2725	290910	all	Ammodytes sp.	Sand lance	ectotherm vertebrate	20	cm	n/a	0	n/a	20	total length	n/a	n/a	individual	23.516	g	418.67	395.15	17.803	23.516	M=0.0017L^3.1828	CEFAS Endeavour cruise 16/05	2	Stellwagen Bank, Gulf of Maine, New England	42º40'N	70º15'W	63	10.7	5.4	1002	98	Chase, B.C. (2002)	Shelf	None
9448	n/a	3078	Merluccius bilinearis	Silver hake	ectotherm vertebrate	adult	piscivorous	330	mm	total length	296.34	0	330	Fishbase (species)	33	individual	M=0.0039SL^3.16	Schaefer (1960)	1	174.55	g	1880.7	1706.2	10.775	174.55	all	fish unidentified	fish	ectotherm vertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	1.25	g	6.5417	5.2917	5.2333	1.25	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
18288	n/a	7112	Pomatomus saltatrix	Bluefish	ectotherm vertebrate	Adult	piscivorous	90	mm	total length	78.3	83.07	90	Fishbase (species)	9	individual	M=0.0136TL^2.899	Haimovici and Velasco (2000)	1	7.9412	g	38.151	30.21	4.8042	7.9412	fish	silversides, anchovies and 'other fish prey'	silversides, anchovies and 'other fish prey'	ectotherm vertebrate	45	mm	n/a	0	n/a	4.5	total length	n/a	n/a	individual	0.91125	g	4.7689	3.8576	5.2333	0.91125	M=0.01L^3	Standard fish shape	4	Great South Bay, Long Island, New York	40º10'N	73º10'W	52	13.9	6.6	1142	133	Juanes & Conover (1995)	Coastal bay	Contiguous predators of same length assumed same individual
34275	n/a	NA	Dicentrarchus labrax	European sea bass	ectotherm vertebrate	juvenile	predacious	33	mm	total length	0	0	33	n/a	3.3	mid-class	M=0.0123TL^2.9554	Dorel (1986)	1	0.4191	g	1.8807	1.4616	4.4874	0.4191	Mysids	Schistomysis spiritus	mysid	ectotherm invertebrate	9.525	mm	n/a	0	n/a	0.9525	total length	n/a	n/a	individual	0.0049196	g	0.045224	0.040305	9.1926	0.0049196	M=0.00000339*(L*10)^3.23	Morris et al (1988)	4	Oxwich Bay, Wales	51º52'N	04º10'W	8	12.2	3.9	1399	NA	Lancaster (1991)	estuary/coastal	Predator length mid-class
3308	n/a	786	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	predacious	83	cm	standard length	83	85.921	95.201	Fishbase (species)	95.201	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	10908	g	45155	34247	4.1395	10908	all	crustacean	crustacean	ectotherm invertebrate	1.5	cm	n/a	0	n/a	1.5	Eye to end of abdomen	n/a	n/a	individual	0.23893	g	0.17663	-0.062302	0.73924	0.23893	M=(0.015*(L*10)^3.573)/1000	Benke et al (1999)	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
14977	Ge27	6977	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	68	cm	standard length	68	71.654	76.636	Fishbase (species)	76.636	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	6325.5	g	23555	17229	3.7237	6325.5	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	3.7671	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	3.7671	mass	n/a	n/a	individual	0.30599	g	2.7978	2.4918	9.1435	0.30599	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
1083	88037	290	Thunnus thynnus	Atlantic bluefin tuna	ectotherm vertebrate	adult	piscivorous	246	cm	curved fork length	233.21	246	264.45	Fishbase (species)	246	individual	M=0.0231FL^2.934	Hsu et al. (2000)	1	239120	g	779080	539960	3.2581	239120	all	Ammodytes sp.	Sand lance	ectotherm vertebrate	15	cm	n/a	0	n/a	15	total length	n/a	n/a	individual	9.4127	g	176.63	167.21	18.765	9.4127	M=0.0017L^3.1828	CEFAS Endeavour cruise 16/05	2	Stellwagen Bank, Gulf of Maine, New England	42º40'N	70º15'W	63	10.7	5.4	1002	98	Chase, B.C. (2002)	Shelf	None
7114	n/a	1262	Diaphus garmani	Myctophidae fish larva	ectotherm vertebrate	larva	planktivorous	6.8	mm	standard length	6.8	7.3752	8.3708	Fishbase (species)	0.83708	individual	M=0.0059TL^3.060	Madureira and Rossi-Wongtschowski (2005)	1	0.0034239	g	0.030696	0.027272	8.9652	0.0034239	all	Copepod copepodite	Copepod copepodite	microzooplankton	520	µm	TL=Width-37.5/0.3125 (Fig 3b in Ref)	4	Ostergaard et al (2005)	0.052	max width	2.0000E+02	µm	individual	1.3603e-6	g	7.3585e-6	5.9982e-6	5.4096	1.3603e-6	M=(4.17x10-6*(L*10000)^2.03)/1000000	Hygum et al (2000)	4	Western North Pacific	37º00'N	143º00'E	3322	17.9	4.9	601	106	Sassa et al (2004)	transition region	Contiguous predators of same length assumed same individual
26947	n/a	14729	Mustelus canis	Smooth dogfish	ectotherm vertebrate	adult	piscivorous	1100	mm	total length	934.58	0	1100	Fishbase (species)	110	individual	M=0.0023TL^3.1	van der Elst (1981)	1	4898.3	g	69656	64757	14.22	4898.3	all	fish unidentified	fish	ectotherm vertebrate	42	mm	n/a	0	n/a	4.2	total length	n/a	n/a	individual	0.74088	g	3.8773	3.1364	5.2333	0.74088	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
4909	n/a	864	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	piscivorous	119	cm	standard length	119	125.4	133.52	Fishbase (species)	133.52	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	18778	g	124570	105790	6.6335	18778	all	fish	fish	ectotherm vertebrate	10.1	cm	n/a	0	n/a	10.1	Standard length	n/a	n/a	individual	10.303	g	53.919	43.616	5.2333	10.303	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
15435	Ge45	6990	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	63	cm	standard length	63	66.386	71.001	Fishbase (species)	71.001	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	5084.4	g	18731	13647	3.6841	5084.4	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	4.1932	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	4.1932	mass	n/a	n/a	individual	0.46776	g	3.8584	3.3907	8.2488	0.46776	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
2362	n/a	553	Loligo pealeii	Longfin squid	cephalopod	adult	piscivorous	164	mm	dorsal mantle length	164	NA	NA	n/a	16.4	individual	M=0.0004(ML*10)^2.4124	Personal communication (Mary Hunsicker)	1	88.135	g	230.84	142.7	2.6192	88.135	all	fish unidentified	fish	ectotherm vertebrate	52.231	mm	Total length regressed from otolith size (Table 1 in ref)	2	Hunsicker & Essington (2006)	5.2231	otolith length	n/a	n/a	individual	1.4249	g	7.457	6.0321	5.2333	1.4249	M=0.01L^3	Standard fish shape	4	Mid Atlantic	39º50'N	73º00'W	48	14.1	6.6	1031	155	Hunsicker & Essington (2006)	shelf	None
264	n/a	171	Rhizoprionodon terraenovae	Atlantic sharpnose shark	ectotherm vertebrate	adult	predacious/piscivorous	780	mm	fork length	754.33	780	939.9	Fishbase (species)	93.99	individual	M=0.0056SL^2.897	Bonfil et al. (1990)	1	1539.9	g	43453	41913	28.218	1539.9	all	teleosts/molluscs/crustaceans	teleosts/molluscs/crustaceans	mixed	195.02	mm	n/a	0	n/a	19.502	length	n/a	n/a	individual	74.175	g	388.18	314.01	5.2333	74.175	M=0.01L^3	Generalised	5	Crooked Island Sound, Florida	30º00'N	85º30'W	5	23.4	4.8	866	214	Bethea et al (2006)	Coastal Bay	Contiguous predators of same length assumed same individual
28126	n/a	15631	Merluccius merluccius	European hake	ectotherm vertebrate	adult	piscivorous	21	cm	total length	18.69	20.664	21	Fishbase (species)	21	individual	M=0.0097SL^2.9130	Bedford et al. (1986)	1	49.087	g	484.66	435.57	9.8734	49.087	fish	Trisopterus esmarkii	Norway pout	ectotherm vertebrate	10	cm	n/a	0	n/a	10	total length	n/a	n/a	individual	6.6	g	52.333	45.733	7.9293	6.6	M=0.0066*L^3.0000	Raitt (1968)	1	Europe, Celtic Sea ecosystem	50º50'N	08º00'W	102	12.9	3	607	18	Pinnegar et al. (2003)	demersal food web	Contiguous predators of same length assumed same individual
3504	n/a	793	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	piscivorous	141	cm	standard length	141	145.96	161.73	Fishbase (species)	161.73	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	52746	g	221370	168630	4.197	52746	all	fish	fish	ectotherm vertebrate	1.8	cm	n/a	0	n/a	1.8	Standard length	n/a	n/a	individual	0.05832	g	0.30521	0.24689	5.2333	0.05832	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
25506	n/a	13420	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	piscivorous	880	mm	total length	0	780.56	880	Fishbase (species)	88	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	2870.4	g	35664	32793	12.425	2870.4	all	fish unidentified	fish	ectotherm vertebrate	70	mm	n/a	0	n/a	7	total length	n/a	n/a	individual	3.43	g	17.95	14.52	5.2333	3.43	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
17848	XG6	7055	Xiphias gladius	Swordfish	ectotherm vertebrate	adult	predacious	200	cm	lower jaw to fork length	190.4	200	219.4	Fishbase (species)	219.4	individual	M=0.0078L^3.21	Chancollon et al. (2006)	1	255540	g	552700	297160	2.1628	255540	all	Todarodes sagittatus	Squid	ectotherm invertebrate	620.11	mm	L = 10 ^((logM-log(0.0004))/2.4124)	4	Personal communication (Mary Hunsicker)	62.011	mass	n/a	n/a	individual	2180.8	g	12479	10299	5.7223	2180.8	Weighed	n/a	0	Off the Bay of Biscay	44º00'N	16º00'W	3798	15.6	2.7	469	51	Chancollon et al (2006)	Off the continental shelf	None
32455	n/a	16951	Urophycis tenuis	White hake	ectotherm vertebrate	adult	piscivorous	440	mm	total length	378.84	0	440	Fishbase (species)	44	individual	M=0.004TL^3.172	Clay and Clay (1991)	1	653.27	g	4458	3804.7	6.8241	653.27	all	fish unidentified	fish	ectotherm vertebrate	230	mm	n/a	0	n/a	23	total length	n/a	n/a	individual	121.67	g	636.74	515.07	5.2333	121.67	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
